coname,gvkey,fyear,cusip,exchange,ticker,datadate,fyr,cik,date,formtype,datefiled,filepath
KLX INC,22343,2017,48253910,NAS,KLXI,31-Jan-18,1,1617898,31-Jan-17,DEF 14A,5/26/17,https://www.sec.gov/Archives/edgar/data/1617898/0001047469-17-003693.txt
NATIONAL STORAGE AFFILIATES,23147,2017,63787010,NYS,NSA,31-Dec-17,12,1618563,31-Dec-17,DEF 14A,04/04/18,https://www.sec.gov/Archives/edgar/data/1618563/0001618563-18-000038.txt
NATIONAL STORAGE AFFILIATES,23147,2018,63787010,NYS,NSA,31-Dec-18,12,1618563,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1618563/0001618563-19-000048.txt
NATIONAL STORAGE AFFILIATES,23147,2019,63787010,NYS,NSA,31-Dec-19,12,1618563,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1618563/0001618563-20-000058.txt
PERFORMANCE FOOD GROUP CO,28787,2017,71377A10,NYS,PFGC,30-Jun-17,6,1618673,30-Jun-17,DEF 14A,9/29/17,https://www.sec.gov/Archives/edgar/data/1618673/0001193125-17-299001.txt
PERFORMANCE FOOD GROUP CO,28787,2018,71377A10,NYS,PFGC,30-Jun-18,6,1618673,30-Jun-18,DEF 14A,10/02/18,https://www.sec.gov/Archives/edgar/data/1618673/0001193125-18-290904.txt
PERFORMANCE FOOD GROUP CO,28787,2019,71377A10,NYS,PFGC,30-Jun-19,6,1618673,30-Jun-19,DEF 14A,10/08/19,https://www.sec.gov/Archives/edgar/data/1618673/0001206774-19-003512.txt
PERFORMANCE FOOD GROUP CO,28787,2020,71377A10,NYS,PFGC,30-Jun-20,6,1618673,30-Jun-20,DEF 14A,10/09/20,https://www.sec.gov/Archives/edgar/data/1618673/0001206774-20-002864.txt
RESTAURANT BRANDS INTL INC,164471,2017,76131D10,NYS,QSR,31-Dec-17,12,1618756,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1618756/0001193125-18-137272.txt
RESTAURANT BRANDS INTL INC,164471,2018,76131D10,NYS,QSR,31-Dec-18,12,1618756,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1618756/0001193125-19-129355.txt
RESTAURANT BRANDS INTL INC,164471,2019,76131D10,NYS,QSR,31-Dec-19,12,1618756,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/1618756/0001193125-20-126094.txt
WALGREENS BOOTS ALLIANCE INC,11264,2017,93142710,NAS,WBA,31-Aug-17,8,1618921,31-Aug-17,DEF 14A,11/29/17,https://www.sec.gov/Archives/edgar/data/1618921/0001193125-17-354603.txt
WALGREENS BOOTS ALLIANCE INC,11264,2018,93142710,NAS,WBA,31-Aug-18,8,1618921,31-Aug-18,DEF 14A,12/06/18,https://www.sec.gov/Archives/edgar/data/1618921/0001193125-18-342949.txt
WALGREENS BOOTS ALLIANCE INC,11264,2019,93142710,NAS,WBA,31-Aug-19,8,1618921,31-Aug-19,DEF 14A,12/10/19,https://www.sec.gov/Archives/edgar/data/1618921/0001206774-19-003835.txt
WALGREENS BOOTS ALLIANCE INC,11264,2020,93142710,NAS,WBA,31-Aug-20,8,1618921,31-Aug-20,DEF 14A,12/08/20,https://www.sec.gov/Archives/edgar/data/1618921/0001206774-20-003147.txt
UNITI GROUP INC,23077,2017,91325V10,NAS,UNIT,31-Dec-17,12,1620280,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/1620280/0001047469-18-002555.txt
UNITI GROUP INC,23077,2018,91325V10,NAS,UNIT,31-Dec-18,12,1620280,31-Dec-18,DEF 14A,04/04/19,https://www.sec.gov/Archives/edgar/data/1620280/0001047469-19-001950.txt
UNITI GROUP INC,23077,2019,91325V10,NAS,UNIT,31-Dec-19,12,1620280,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/1620280/0001047469-20-001999.txt
NEXPOINT RESIDENTIAL TR INC,23086,2018,65341D10,NYS,NXRT,31-Dec-18,12,1620393,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1620393/0001193125-19-102849.txt
NEXPOINT RESIDENTIAL TR INC,23086,2019,65341D10,NYS,NXRT,31-Dec-19,12,1620393,31-Dec-19,DEF 14A,04/10/20,https://www.sec.gov/Archives/edgar/data/1620393/0001193125-20-103845.txt
JAMES RIVER GROUP HLDGS LTD,163924,2017,G5005R10,NAS,JRVR,31-Dec-17,12,1620459,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/1620459/0001144204-18-018057.txt
JAMES RIVER GROUP HLDGS LTD,163924,2018,G5005R10,NAS,JRVR,31-Dec-18,12,1620459,31-Dec-18,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/1620459/0001144204-19-017554.txt
JAMES RIVER GROUP HLDGS LTD,163924,2019,G5005R10,NAS,JRVR,31-Dec-19,12,1620459,31-Dec-19,DEF 14A,3/31/20,https://www.sec.gov/Archives/edgar/data/1620459/0001104659-20-040879.txt
SHAKE SHACK INC,22672,2017,81904710,NYS,SHAK,31-Dec-17,12,1620533,31-Dec-17,DEF 14A,4/26/18,https://www.sec.gov/Archives/edgar/data/1620533/0001571049-18-000259.txt
SHAKE SHACK INC,22672,2018,81904710,NYS,SHAK,31-Dec-18,12,1620533,31-Dec-18,DEF 14A,4/25/19,https://www.sec.gov/Archives/edgar/data/1620533/0001144204-19-021239.txt
SHAKE SHACK INC,22672,2019,81904710,NYS,SHAK,31-Dec-19,12,1620533,31-Dec-19,DEF 14A,4/23/20,https://www.sec.gov/Archives/edgar/data/1620533/0001104659-20-050308.txt
EASTERLY GOVERNMENT PPTYS,22674,2017,27616P10,NYS,DEA,31-Dec-17,12,1622194,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/1622194/0001564590-18-007805.txt
EASTERLY GOVERNMENT PPTYS,22674,2018,27616P10,NYS,DEA,31-Dec-18,12,1622194,31-Dec-18,DEF 14A,04/08/19,https://www.sec.gov/Archives/edgar/data/1622194/0001564590-19-011017.txt
EASTERLY GOVERNMENT PPTYS,22674,2019,27616P10,NYS,DEA,31-Dec-19,12,1622194,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1622194/0001564590-20-015510.txt
ANTERO MIDSTREAM CORP,31109,2019,03676B10,NYS,AM,31-Dec-19,12,1623925,31-Dec-19,DEF 14A,4/27/20,https://www.sec.gov/Archives/edgar/data/1623925/0001308179-20-000225.txt
BLACK KNIGHT INC,180272,2017,09215C10,NYS,BKI,31-Dec-17,12,1627014,31-Dec-17,DEF 14A,05/02/18,https://www.sec.gov/Archives/edgar/data/1627014/0001047469-18-003423.txt
BLACK KNIGHT INC,180272,2018,09215C10,NYS,BKI,31-Dec-18,12,1627014,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1627014/0001104659-19-025286.txt
BLACK KNIGHT INC,180272,2019,09215C10,NYS,BKI,31-Dec-19,12,1627014,31-Dec-19,DEF 14A,4/27/20,https://www.sec.gov/Archives/edgar/data/1627014/0001104659-20-051615.txt
CHEMOURS CO,22741,2017,16385110,NYS,CC,31-Dec-17,12,1627223,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/1627223/0001144204-18-015231.txt
CHEMOURS CO,22741,2018,16385110,NYS,CC,31-Dec-18,12,1627223,31-Dec-18,DEF 14A,3/14/19,https://www.sec.gov/Archives/edgar/data/1627223/0001144204-19-013921.txt
CHEMOURS CO,22741,2019,16385110,NYS,CC,31-Dec-19,12,1627223,31-Dec-19,DEF 14A,3/13/20,https://www.sec.gov/Archives/edgar/data/1627223/0001104659-20-032960.txt
SAILPOINT TECHNO HLDG,32641,2017,78781P10,NYS,SAIL,31-Dec-17,12,1627857,31-Dec-17,DEF 14A,9/27/18,https://www.sec.gov/Archives/edgar/data/1627857/0001193125-18-285707.txt
SAILPOINT TECHNO HLDG,32641,2018,78781P10,NYS,SAIL,31-Dec-18,12,1627857,31-Dec-18,DEF 14A,04/04/19,https://www.sec.gov/Archives/edgar/data/1627857/0001193125-19-097180.txt
SAILPOINT TECHNO HLDG,32641,2019,78781P10,NYS,SAIL,31-Dec-19,12,1627857,31-Dec-19,DEF 14A,3/25/20,https://www.sec.gov/Archives/edgar/data/1627857/0001193125-20-085100.txt
COMMUNITY HEALTHCARE TRUST,23556,2017,20369C10,NYS,CHCT,31-Dec-17,12,1631569,31-Dec-17,DEF 14A,04/02/18,https://www.sec.gov/Archives/edgar/data/1631569/0001047469-18-002447.txt
COMMUNITY HEALTHCARE TRUST,23556,2018,20369C10,NYS,CHCT,31-Dec-18,12,1631569,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/1631569/0001047469-19-001842.txt
COMMUNITY HEALTHCARE TRUST,23556,2019,20369C10,NYS,CHCT,31-Dec-19,12,1631569,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/1631569/0001047469-20-001648.txt
KKR REAL ESTATE FIN TR INC,31251,2017,48251K10,NYS,KREF,31-Dec-17,12,1631596,31-Dec-17,DEF 14A,6/19/18,https://www.sec.gov/Archives/edgar/data/1631596/0001140361-18-029133.txt
KKR REAL ESTATE FIN TR INC,31251,2018,48251K10,NYS,KREF,31-Dec-18,12,1631596,31-Dec-18,DEF 14A,3/13/19,https://www.sec.gov/Archives/edgar/data/1631596/0001140361-19-004854.txt
KKR REAL ESTATE FIN TR INC,31251,2019,48251K10,NYS,KREF,31-Dec-19,12,1631596,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1631596/0001140361-20-006230.txt
CABLE ONE INC,23225,2017,12685J10,NYS,CABO,31-Dec-17,12,1632127,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/1632127/0001437749-18-006242.txt
CABLE ONE INC,23225,2018,12685J10,NYS,CABO,31-Dec-18,12,1632127,31-Dec-18,DEF 14A,4/15/19,https://www.sec.gov/Archives/edgar/data/1632127/0001437749-19-007181.txt
CABLE ONE INC,23225,2019,12685J10,NYS,CABO,31-Dec-19,12,1632127,31-Dec-19,DEF 14A,4/13/20,https://www.sec.gov/Archives/edgar/data/1632127/0001437749-20-007526.txt
ENERGIZER HOLDINGS INC,23083,2017,29272W10,NYS,ENR,30-Sep-17,9,1632790,30-Sep-17,DEF 14A,12/13/17,https://www.sec.gov/Archives/edgar/data/1632790/0001193125-17-368327.txt
ENERGIZER HOLDINGS INC,23083,2018,29272W10,NYS,ENR,30-Sep-18,9,1632790,30-Sep-18,DEF 14A,12/13/18,https://www.sec.gov/Archives/edgar/data/1632790/0001193125-18-348532.txt
ENERGIZER HOLDINGS INC,23083,2019,29272W10,NYS,ENR,30-Sep-19,9,1632790,30-Sep-19,DEF 14A,12/17/19,https://www.sec.gov/Archives/edgar/data/1632790/0001193125-19-315656.txt
ENERGIZER HOLDINGS INC,23083,2020,29272W10,NYS,ENR,30-Sep-20,9,1632790,30-Sep-20,DEF 14A,12/21/20,https://www.sec.gov/Archives/edgar/data/1632790/0001140361-20-028971.txt
PAYPAL HOLDINGS INC,24616,2017,70450Y10,NAS,PYPL,31-Dec-17,12,1633917,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/1633917/0001193125-18-115555.txt
PAYPAL HOLDINGS INC,24616,2018,70450Y10,NAS,PYPL,31-Dec-18,12,1633917,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1633917/0001193125-19-102854.txt
PAYPAL HOLDINGS INC,24616,2019,70450Y10,NAS,PYPL,31-Dec-19,12,1633917,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1633917/0001193125-20-101351.txt
TOPBUILD CORP,23245,2017,89055F10,NYS,BLD,31-Dec-17,12,1633931,31-Dec-17,DEF 14A,3/21/18,https://www.sec.gov/Archives/edgar/data/1633931/0001558370-18-002296.txt
TOPBUILD CORP,23245,2018,89055F10,NYS,BLD,31-Dec-18,12,1633931,31-Dec-18,DEF 14A,3/20/19,https://www.sec.gov/Archives/edgar/data/1633931/0001558370-19-002306.txt
TOPBUILD CORP,23245,2019,89055F10,NYS,BLD,31-Dec-19,12,1633931,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1633931/0001558370-20-002869.txt
LUMENTUM HOLDINGS INC,23249,2017,55024U10,NAS,LITE,30-Jun-17,6,1633978,30-Jun-17,DEF 14A,9/19/17,https://www.sec.gov/Archives/edgar/data/1633978/0001206774-17-002789.txt
LUMENTUM HOLDINGS INC,23249,2018,55024U10,NAS,LITE,30-Jun-18,6,1633978,30-Jun-18,DEF 14A,9/19/18,https://www.sec.gov/Archives/edgar/data/1633978/0001206774-18-002797.txt
LUMENTUM HOLDINGS INC,23249,2019,55024U10,NAS,LITE,30-Jun-19,6,1633978,30-Jun-19,DEF 14A,9/27/19,https://www.sec.gov/Archives/edgar/data/1633978/0001206774-19-003314.txt
LUMENTUM HOLDINGS INC,23249,2020,55024U10,NAS,LITE,30-Jun-20,6,1633978,30-Jun-20,DEF 14A,9/25/20,https://www.sec.gov/Archives/edgar/data/1633978/0001206774-20-002794.txt
BARNES & NOBLE EDUCATION INC,23208,2017,06777U10,NYS,BNED,30-Apr-18,4,1634117,30-Apr-17,DEF 14A,8/17/17,https://www.sec.gov/Archives/edgar/data/1634117/0001193125-17-261052.txt
BARNES & NOBLE EDUCATION INC,23208,2018,06777U10,NYS,BNED,30-Apr-19,4,1634117,30-Apr-18,DEF 14A,8/21/18,https://www.sec.gov/Archives/edgar/data/1634117/0001193125-18-254024.txt
BARNES & NOBLE EDUCATION INC,23208,2019,06777U10,NYS,BNED,30-Apr-20,4,1634117,30-Apr-19,DEF 14A,8/15/19,https://www.sec.gov/Archives/edgar/data/1634117/0001193125-19-222594.txt
GANNETT CO INC -OLD,23821,2017,36473H10,NYS,GCI.1,31-Dec-17,12,1635718,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/1635718/0001193125-18-093069.txt
EXTERRAN CORP,23864,2017,30227H10,NYS,EXTN,31-Dec-17,12,1635881,31-Dec-17,DEF 14A,03/02/18,https://www.sec.gov/Archives/edgar/data/1635881/0001635881-18-000014.txt
EXTERRAN CORP,23864,2018,30227H10,NYS,EXTN,31-Dec-18,12,1635881,31-Dec-18,DEF 14A,3/13/19,https://www.sec.gov/Archives/edgar/data/1635881/0001635881-19-000034.txt
EXTERRAN CORP,23864,2019,30227H10,NYS,EXTN,31-Dec-19,12,1635881,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1635881/0001635881-20-000048.txt
WINGSTOP INC,23843,2017,97415510,NAS,WING,31-Dec-17,12,1636222,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/1636222/0001193125-18-091271.txt
WINGSTOP INC,23843,2018,97415510,NAS,WING,31-Dec-18,12,1636222,31-Dec-18,DEF 14A,4/25/19,https://www.sec.gov/Archives/edgar/data/1636222/0001193125-19-117637.txt
WINGSTOP INC,23843,2019,97415510,NAS,WING,31-Dec-19,12,1636222,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1636222/0001193125-20-119237.txt
KRAFT HEINZ CO,5568,2017,50075410,NAS,KHC,31-Dec-17,12,1637459,31-Dec-17,DEF 14A,03/02/18,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-18-000028.txt
KRAFT HEINZ CO,5568,2018,50075410,NAS,KHC,31-Dec-18,12,1637459,31-Dec-18,DEF 14A,08/02/19,https://www.sec.gov/Archives/edgar/data/1637459/0001193125-19-211214.txt
KRAFT HEINZ CO,5568,2019,50075410,NAS,KHC,31-Dec-19,12,1637459,31-Dec-19,DEF 14A,3/27/20,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-20-000046.txt
OLLIE'S BARGAIN OUTLET HLDGS,24076,2017,68111610,NAS,OLLI,31-Jan-18,1,1639300,31-Jan-17,DEF 14A,4/27/17,https://www.sec.gov/Archives/edgar/data/1639300/0001567619-17-000811.txt
OLLIE'S BARGAIN OUTLET HLDGS,24076,2018,68111610,NAS,OLLI,31-Jan-19,1,1639300,31-Jan-18,DEF 14A,05/03/18,https://www.sec.gov/Archives/edgar/data/1639300/0001140361-18-021531.txt
OLLIE'S BARGAIN OUTLET HLDGS,24076,2019,68111610,NAS,OLLI,31-Jan-20,1,1639300,31-Jan-19,DEF 14A,5/14/19,https://www.sec.gov/Archives/edgar/data/1639300/0001140361-19-009092.txt
LIVANOVA PLC,27810,2017,G5509L10,NAS,LIVN,31-Dec-17,12,1639691,31-Dec-17,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/1639691/0001308179-18-000224.txt
LIVANOVA PLC,27810,2018,G5509L10,NAS,LIVN,31-Dec-18,12,1639691,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1639691/0001308179-19-000202.txt
LIVANOVA PLC,27810,2019,G5509L10,NAS,LIVN,31-Dec-19,12,1639691,31-Dec-19,DEF 14A,5/20/20,https://www.sec.gov/Archives/edgar/data/1639691/0001104659-20-063994.txt
SPX FLOW INC,24611,2017,78469X10,NYS,FLOW,31-Dec-17,12,1641991,31-Dec-17,DEF 14A,3/29/18,https://www.sec.gov/Archives/edgar/data/1641991/0001641991-18-000019.txt
SPX FLOW INC,24611,2018,78469X10,NYS,FLOW,31-Dec-18,12,1641991,31-Dec-18,DEF 14A,3/28/19,https://www.sec.gov/Archives/edgar/data/1641991/0001641991-19-000021.txt
SPX FLOW INC,24611,2019,78469X10,NYS,FLOW,31-Dec-19,12,1641991,31-Dec-19,DEF 14A,3/26/20,https://www.sec.gov/Archives/edgar/data/1641991/0001140361-20-007015.txt
ALLEGIANCE BANCSHARES INC,26270,2017,01748H10,NAS,ABTX,31-Dec-17,12,1642081,31-Dec-17,DEF 14A,3/15/18,https://www.sec.gov/Archives/edgar/data/1642081/0001642081-18-000037.txt
ALLEGIANCE BANCSHARES INC,26270,2018,01748H10,NAS,ABTX,31-Dec-18,12,1642081,31-Dec-18,DEF 14A,3/15/19,https://www.sec.gov/Archives/edgar/data/1642081/0001564590-19-007942.txt
ALLEGIANCE BANCSHARES INC,26270,2019,01748H10,NAS,ABTX,31-Dec-19,12,1642081,31-Dec-19,DEF 14A,3/13/20,https://www.sec.gov/Archives/edgar/data/1642081/0001564590-20-010714.txt
GCP APPLIED TECHNOLOGIES INC,26812,2017,36164Y10,NYS,GCP,31-Dec-17,12,1644440,31-Dec-17,DEF 14A,3/20/18,https://www.sec.gov/Archives/edgar/data/1644440/0001644440-18-000037.txt
GCP APPLIED TECHNOLOGIES INC,26812,2018,36164Y10,NYS,GCP,31-Dec-18,12,1644440,31-Dec-18,DEF 14A,3/21/19,https://www.sec.gov/Archives/edgar/data/1644440/0001193125-19-082189.txt
ARRIS INTERNATIONAL PLC,28853,2017,G0551A10,NAS,ARRS,31-Dec-17,12,1645494,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/1645494/0001144204-18-016545.txt
HEWLETT PACKARD ENTERPRISE,26156,2017,42824C10,NYS,HPE,31-Oct-17,10,1645590,31-Oct-17,DEF 14A,2/14/18,https://www.sec.gov/Archives/edgar/data/1645590/0001047469-18-000792.txt
HEWLETT PACKARD ENTERPRISE,26156,2018,42824C10,NYS,HPE,31-Oct-18,10,1645590,31-Oct-18,DEF 14A,2/13/19,https://www.sec.gov/Archives/edgar/data/1645590/0001047469-19-000476.txt
HEWLETT PACKARD ENTERPRISE,26156,2019,42824C10,NYS,HPE,31-Oct-19,10,1645590,31-Oct-19,DEF 14A,2/13/20,https://www.sec.gov/Archives/edgar/data/1645590/0001047469-20-000857.txt
NORTHSTAR REALTY EUROPE CORP,26351,2017,66706L10,NYS,NRE,31-Dec-17,12,1646587,31-Dec-17,DEF 14A,6/25/18,https://www.sec.gov/Archives/edgar/data/1646587/0001140361-18-029778.txt
NORTHSTAR REALTY EUROPE CORP,26351,2018,66706L10,NYS,NRE,31-Dec-18,12,1646587,31-Dec-18,DEF 14A,07/11/19,https://www.sec.gov/Archives/edgar/data/1646587/0001140361-19-012796.txt
FB FINANCIAL CORP,27871,2017,30257X10,NYS,FBK,31-Dec-17,12,1649749,31-Dec-17,DEF 14A,4/17/18,https://www.sec.gov/Archives/edgar/data/1649749/0001157523-18-000719.txt
FB FINANCIAL CORP,27871,2018,30257X10,NYS,FBK,31-Dec-18,12,1649749,31-Dec-18,DEF 14A,4/16/19,https://www.sec.gov/Archives/edgar/data/1649749/0001649749-19-000004.txt
FOUR CORNERS PROPERTY TR INC,26410,2017,35086T10,NYS,FCPT,31-Dec-17,12,1650132,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1650132/0001140361-18-020200.txt
FOUR CORNERS PROPERTY TR INC,26410,2018,35086T10,NYS,FCPT,31-Dec-18,12,1650132,31-Dec-18,DEF 14A,4/26/19,https://www.sec.gov/Archives/edgar/data/1650132/0001140361-19-007704.txt
FOUR CORNERS PROPERTY TR INC,26410,2019,35086T10,NYS,FCPT,31-Dec-19,12,1650132,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1650132/0001140361-20-009693.txt
QUORUM HEALTH CORP,26157,2017,7.49E+14,OTH,QHCCQ,31-Dec-17,12,1650445,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1650445/0001193125-18-138813.txt
QUORUM HEALTH CORP,26157,2018,7.49E+14,OTH,QHCCQ,31-Dec-18,12,1650445,31-Dec-18,DEF 14A,4/19/19,https://www.sec.gov/Archives/edgar/data/1650445/0001193125-19-112405.txt
TABULA RASA HEALTHCARE INC,26788,2017,87337910,NAS,TRHC,31-Dec-17,12,1651561,31-Dec-17,DEF 14A,05/01/18,https://www.sec.gov/Archives/edgar/data/1651561/0001104659-18-028968.txt
TABULA RASA HEALTHCARE INC,26788,2018,87337910,NAS,TRHC,31-Dec-18,12,1651561,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1651561/0001104659-19-024979.txt
TABULA RASA HEALTHCARE INC,26788,2019,87337910,NAS,TRHC,31-Dec-19,12,1651561,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/1651561/0001104659-20-053372.txt
ALPHABET INC,160329,2017,02079K30,NAS,GOOGL,31-Dec-17,12,1652044,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1652044/0001308179-18-000222.txt
ALPHABET INC,160329,2018,02079K30,NAS,GOOGL,31-Dec-18,12,1652044,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1652044/0001308179-19-000205.txt
ALPHABET INC,160329,2019,02079K30,NAS,GOOGL,31-Dec-19,12,1652044,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1652044/0001308179-20-000203.txt
ICHOR HOLDINGS LTD,29191,2017,G4740B10,NAS,ICHR,31-Dec-17,12,1652535,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/1652535/0001564590-18-007623.txt
ICHOR HOLDINGS LTD,29191,2018,G4740B10,NAS,ICHR,31-Dec-18,12,1652535,31-Dec-18,DEF 14A,04/11/19,https://www.sec.gov/Archives/edgar/data/1652535/0001564590-19-011368.txt
ICHOR HOLDINGS LTD,29191,2019,G4740B10,NAS,ICHR,31-Dec-19,12,1652535,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1652535/0001564590-20-015945.txt
INGEVITY CORP,27119,2017,45688C10,NYS,NGVT,31-Dec-17,12,1653477,31-Dec-17,DEF 14A,03/12/18,https://www.sec.gov/Archives/edgar/data/1653477/0001140361-18-012980.txt
INGEVITY CORP,27119,2018,45688C10,NYS,NGVT,31-Dec-18,12,1653477,31-Dec-18,DEF 14A,03/11/19,https://www.sec.gov/Archives/edgar/data/1653477/0001653477-19-000071.txt
INGEVITY CORP,27119,2019,45688C10,NYS,NGVT,31-Dec-19,12,1653477,31-Dec-19,DEF 14A,03/09/20,https://www.sec.gov/Archives/edgar/data/1653477/0001140361-20-005154.txt
PINNACLE ENTERTAINMENT INC,5671,2017,72348Y10,NAS,PNK,31-Dec-17,12,1656239,31-Dec-17,DEF 14A,3/30/18,https://www.sec.gov/Archives/edgar/data/1656239/0001193125-18-102570.txt
FORTIVE CORP,26590,2017,34959J10,NYS,FTV,31-Dec-17,12,1659166,31-Dec-17,DEF 14A,4/16/18,https://www.sec.gov/Archives/edgar/data/1659166/0001193125-18-118632.txt
FORTIVE CORP,26590,2018,34959J10,NYS,FTV,31-Dec-18,12,1659166,31-Dec-18,DEF 14A,4/15/19,https://www.sec.gov/Archives/edgar/data/1659166/0001193125-19-106530.txt
FORTIVE CORP,26590,2019,34959J10,NYS,FTV,31-Dec-19,12,1659166,31-Dec-19,DEF 14A,4/20/20,https://www.sec.gov/Archives/edgar/data/1659166/0001193125-20-112209.txt
VERSUM MATERIALS INC,26709,2017,92532W10,NYS,VSM,30-Sep-17,9,1660690,30-Sep-17,DEF 14A,12/21/17,https://www.sec.gov/Archives/edgar/data/1660690/0001660690-17-000189.txt
VERSUM MATERIALS INC,26709,2018,92532W10,NYS,VSM,30-Sep-18,9,1660690,30-Sep-18,DEF 14A,12/20/18,https://www.sec.gov/Archives/edgar/data/1660690/0001660690-18-000249.txt
DUPONT DE NEMOURS INC,4060,2017,26614N10,NYS,DD,31-Dec-17,12,1666700,31-Dec-17,DEF 14A,3/16/18,https://www.sec.gov/Archives/edgar/data/1666700/0001193125-18-085840.txt
DUPONT DE NEMOURS INC,4060,2018,26614N10,NYS,DD,31-Dec-18,12,1666700,31-Dec-18,DEF 14A,4/30/19,https://www.sec.gov/Archives/edgar/data/1666700/0001193125-19-126249.txt
DUPONT DE NEMOURS INC,4060,2019,26614N10,NYS,DD,31-Dec-19,12,1666700,31-Dec-19,DEF 14A,04/09/20,https://www.sec.gov/Archives/edgar/data/1666700/0001193125-20-102532.txt
MEDPACE HOLDINGS INC,19998,2017,58506Q10,NAS,MEDP,31-Dec-17,12,1668397,31-Dec-17,DEF 14A,04/05/18,https://www.sec.gov/Archives/edgar/data/1668397/0001564590-18-007678.txt
MEDPACE HOLDINGS INC,19998,2018,58506Q10,NAS,MEDP,31-Dec-18,12,1668397,31-Dec-18,DEF 14A,04/03/19,https://www.sec.gov/Archives/edgar/data/1668397/0001564590-19-010712.txt
MEDPACE HOLDINGS INC,19998,2019,58506Q10,NAS,MEDP,31-Dec-19,12,1668397,31-Dec-19,DEF 14A,04/01/20,https://www.sec.gov/Archives/edgar/data/1668397/0001564590-20-014795.txt
FGL HOLDINGS,27215,2017,G3402M10,NYS,FG,31-Dec-17,12,1668428,31-Dec-17,DEF 14A,04/02/18,https://www.sec.gov/Archives/edgar/data/1668428/0001668428-18-000055.txt
FGL HOLDINGS,27215,2018,G3402M10,NYS,FG,31-Dec-18,12,1668428,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1668428/0001193125-19-092956.txt
KINSALE CAPITAL GROUP INC,27652,2017,49714P10,NAS,KNSL,31-Dec-17,12,1669162,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/1669162/0001669162-18-000009.txt
KINSALE CAPITAL GROUP INC,27652,2018,49714P10,NAS,KNSL,31-Dec-18,12,1669162,31-Dec-18,DEF 14A,04/08/19,https://www.sec.gov/Archives/edgar/data/1669162/0001669162-19-000009.txt
